numid,list,messageid,senderaliasid,senderalias,referenceid,recipaliasid,recipalias,datetime,subject,body,from_commit
27290,54,JIRA.13120718.1511609594000.317737.1511612101703@Atlassian.JIRA,1903,Semet (JIRA),JIRA.13120718.1511609594000@Atlassian.JIRA,,,2017-11-25 04:15:01-08,[jira] [Updated] (AIRFLOW-1847) Webhook Sensor,"
     [ https://issues.apache.org/jira/browse/AIRFLOW-1847?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Semet updated AIRFLOW-1847:
---------------------------
    Description: 
h1. Webhook sensor
May require a hook in the experimental API
Register an api endpoint and wait for input on each.

It is different than the {{dag_runs}} api in that the format is not airflow specific, it is just a callback web url called by an external system on some even with its application specific content. The content in really important and need to be sent to the dag (as XCom?)

Use Case:
- A Dag registers a WebHook sensor named {{<webhookname>}}
- An custom endpoint is exposed at {{http://myairflow.server/api/experimental/webhook/<webhookname>}}.
- I set this URL in the external system I wish to use the webhook from. Ex: github/gitlab project webhook
- when the external application performs a request to this URL, this is automatically sent to the WebHook sensor. For simplicity, we can have a JsonWebHookSensor that would be able to carry any kind of json content.
- sensor only job would be normally to trigger the exection of a DAG, providing it with the json content as xcom.

If there are several requests at the same time, the system should be scalable enough to not die or not slow down the webui. It is also possible to instantiate an independant flask/gunicorn server to split the load. It would mean it runs on another port, but this could be just an option in the configuration file or even a complete independant application ({{airflow webhookserver}}). I saw recent changes integrated gunicorn in airflow core, guess it can help this use case.

To support the charge, I think it is good that the part in the API just post the received request in an internal queue so the Sensor can handle them later without risk of missing one.

Documentation would be updated to describe the classic scheme to implement this use case, which would look like:

!airflow-webhook-proposal.png!

I think it is good to split it into 2 DAGs, one for linear handling of the messages and triggering new DAG, and the processing DAG that might be executed in parallel.  

h2. Example usage in Sensor DAG: trigger a DAG on GitHub Push Event
{code}
sensor = JsonWebHookSensor(
            task_id=''my_task_id'',
            name=""on_github_push""
        )
.. user is responsible to triggering the processing DAG himself.
{code}

In my github project, I register the following URL in webhook page:

{code}
http://airflow.myserver.com/api/experimental/webhook/on_github_push
{code}

>From now on, on push, github will send a [json with this format|https://developer.github.com/v3/activity/events/types/#pushevent] to the previous URL.

The {{JsonWebHookSensor}} receives the payload, and a new dag is triggered in this Sensing Dag.

h2. Documenation update
- add new item in the [scheduling documentation|https://pythonhosted.org/airflow/scheduler.html] about how to trigger a DAG using a webhook
- describe the sensing dag + processing dag scheme and provide the github use case as real life example


h2. Possible evolutions
- 
- use an external queue (redis, amqp) to handle lot of events
- allow batch processing (trigger processing DAG on n events or after a timeout, gathering n messages alltogether)
- Security, authentication and other related subject might be adresses in another ticket.

  was:
h1. Webhook sensor
May require a hook in the experimental API
Register an api endpoint and wait for input on each.

It is different than the {{dag_runs}} api in that the format is not airflow specific, it is just a callback web url called by an external system on some even with its application specific content. The content in really important and need to be sent to the dag (as XCom?)

Use Case:
- A Dag registers a WebHook sensor named {{<webhookname>}}
- An custom endpoint is exposed at {{http://myairflow.server/api/experimental/webhook/<webhookname>}}.
- I set this URL in the external system I wish to use the webhook from. Ex: github/gitlab project webhook
- when the external application performs a request to this URL, this is automatically sent to the WebHook sensor. For simplicity, we can have a JsonWebHookSensor that would be able to carry any kind of json content.
- sensor only job would be normally to trigger the exection of a DAG, providing it with the json content as xcom.

If there are several requests at the same time, the system should be scalable enough to not die or not slow down the webui. It is also possible to instantiate an independant flask/gunicorn server to split the load. It would mean it runs on another port, but this could be just an option in the configuration file or even a complete independant application ({{airflow webhookserver}}). I saw recent changes integrated gunicorn in airflow core, guess it can help this use case.

To support the charge, I think it is good that the part in the API just post the received request in an internal queue so the Sensor can handle them later without risk of missing one.

Documentation would be updated to describe the classic scheme to implement this use case, which would look like:

!airflow-webhook-proposal.png!

I think it is good to split it into 2 DAGs, one for linear handling of the messages and triggering new DAG, and the processing DAG that might be executed in parallel.  

h2. Example usage in Sensor DAG: trigger a DAG on GitHub Push Event
{code}
sensor = JsonWebHookSensor(
            task_id=''my_task_id'',
            name=""on_github_push""
        )
.. user is responsible to triggering the processing DAG himself.
{code}

In my github project, I register the following URL in webhook page:

{code}
http://airflow.myserver.com/api/experimental/webhook/on_github_push
{code}

>From now on, on push, github will send a [json with this format|https://developer.github.com/v3/activity/events/types/#pushevent] to the previous URL.

The {{JsonWebHookSensor}} receives the payload, and a new dag is triggered in this Sensing Dag.

h2. Possible evolutions:
- use an external queue (redis, amqp) to handle lot of events
- allow batch processing (trigger processing DAG on n events or after a timeout, gathering n messages alltogether)
- Security, authentication and other related subject might be adresses in another ticket.


> Webhook Sensor
> --------------
>
>                 Key: AIRFLOW-1847
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1847
>             Project: Apache Airflow
>          Issue Type: Improvement
>          Components: core, operators
>            Reporter: Semet
>            Assignee: Semet
>            Priority: Minor
>              Labels: api, sensors, webhook
>         Attachments: airflow-webhook-proposal.png
>
>
> h1. Webhook sensor
> May require a hook in the experimental API
> Register an api endpoint and wait for input on each.
> It is different than the {{dag_runs}} api in that the format is not airflow specific, it is just a callback web url called by an external system on some even with its application specific content. The content in really important and need to be sent to the dag (as XCom?)
> Use Case:
> - A Dag registers a WebHook sensor named {{<webhookname>}}
> - An custom endpoint is exposed at {{http://myairflow.server/api/experimental/webhook/<webhookname>}}.
> - I set this URL in the external system I wish to use the webhook from. Ex: github/gitlab project webhook
> - when the external application performs a request to this URL, this is automatically sent to the WebHook sensor. For simplicity, we can have a JsonWebHookSensor that would be able to carry any kind of json content.
> - sensor only job would be normally to trigger the exection of a DAG, providing it with the json content as xcom.
> If there are several requests at the same time, the system should be scalable enough to not die or not slow down the webui. It is also possible to instantiate an independant flask/gunicorn server to split the load. It would mean it runs on another port, but this could be just an option in the configuration file or even a complete independant application ({{airflow webhookserver}}). I saw recent changes integrated gunicorn in airflow core, guess it can help this use case.
> To support the charge, I think it is good that the part in the API just post the received request in an internal queue so the Sensor can handle them later without risk of missing one.
> Documentation would be updated to describe the classic scheme to implement this use case, which would look like:
> !airflow-webhook-proposal.png!
> I think it is good to split it into 2 DAGs, one for linear handling of the messages and triggering new DAG, and the processing DAG that might be executed in parallel.  
> h2. Example usage in Sensor DAG: trigger a DAG on GitHub Push Event
> {code}
> sensor = JsonWebHookSensor(
>             task_id=''my_task_id'',
>             name=""on_github_push""
>         )
> .. user is responsible to triggering the processing DAG himself.
> {code}
> In my github project, I register the following URL in webhook page:
> {code}
> http://airflow.myserver.com/api/experimental/webhook/on_github_push
> {code}
> From now on, on push, github will send a [json with this format|https://developer.github.com/v3/activity/events/types/#pushevent] to the previous URL.
> The {{JsonWebHookSensor}} receives the payload, and a new dag is triggered in this Sensing Dag.
> h2. Documenation update
> - add new item in the [scheduling documentation|https://pythonhosted.org/airflow/scheduler.html] about how to trigger a DAG using a webhook
> - describe the sensing dag + processing dag scheme and provide the github use case as real life example
> h2. Possible evolutions
> - 
> - use an external queue (redis, amqp) to handle lot of events
> - allow batch processing (trigger processing DAG on n events or after a timeout, gathering n messages alltogether)
> - Security, authentication and other related subject might be adresses in another ticket.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
27291,54,JIRA.12966633.1462863705000.317949.1511619121065@Atlassian.JIRA,1903,Semet (JIRA),JIRA.12966633.1462863705000@Atlassian.JIRA,,,2017-11-25 06:12:01-08,"[jira] [Commented] (AIRFLOW-90) `[celery]` section needed even if
 CeleryExecutor not used","
    [ https://issues.apache.org/jira/browse/AIRFLOW-90?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16265726#comment-16265726 ] 

Semet commented on AIRFLOW-90:
------------------------------

Please close this issue since it is fixed

> `[celery]` section needed even if CeleryExecutor not used
> ---------------------------------------------------------
>
>                 Key: AIRFLOW-90
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-90
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: celery
>    Affects Versions: Airflow 1.7.0
>         Environment: * Airflow version: 1.7.0
> * Airflow components: webserver and scheduler with a postgres database and LocalExecutor
> * Relevant {{airflow.cfg}} settings: no {{[celery]}} section
> * Python Version: Python 2.7.3
> * Operating System: Linux ubu91 3.13.0-85-generic #129~precise1-Ubuntu SMP Fri Mar 18 17:38:08 UTC 2016 x86_64 x86_64 x86_64 GNU/Linux
> * Python packages: 
> {code}
> Babel==1.3
> Flask==0.10.1
> Flask-Admin==1.4.0
> Flask-Bcrypt==0.7.1
> Flask-Cache==0.13.1
> Flask-Login==0.2.11
> Flask-WTF==0.12
> JPype1==0.6.1
> JayDeBeApi==0.2.0
> Jinja2==2.8
> Mako==1.0.4
> Markdown==2.6.6
> MarkupSafe==0.23
> PyHive==0.1.7
> PySmbClient==0.1.3
> Pygments==2.1.3
> SQLAlchemy==1.0.12
> Sphinx==1.4
> Sphinx-PyPI-upload==0.2.1
> WTForms==2.1
> Werkzeug==0.11.5
> airflow==1.7.0
> alabaster==0.7.7
> alembic==0.8.5
> amqp==1.4.9
> anyjson==0.3.3
> argparse==1.2.1
> backports.ssl-match-hostname==3.5.0.1
> bcrypt==2.0.0
> billiard==3.3.0.23
> boto==2.39.0
> celery==3.1.23
> certifi==2016.2.28
> cffi==1.5.2
> chartkick==0.4.2
> check-manifest==0.31
> coverage==4.0.3
> coveralls==1.1
> croniter==0.3.12
> cryptography==1.3.1
> decorator==4.0.9
> devpi-client==2.5.0
> devpi-common==2.0.8
> dill==0.2.5
> docker-py==1.7.2
> docopt==0.6.2
> docutils==0.12
> enum34==1.1.2
> filechunkio==1.6
> flake8==2.5.4
> flower==0.9.0
> funcsigs==0.4
> future==0.15.2
> futures==3.0.5
> gunicorn==19.3.0
> hdfs==2.0.5
> hive-thrift-py==0.0.1
> idna==2.1
> imagesize==0.7.0
> ipaddress==1.0.16
> ipython==4.1.2
> ipython-genutils==0.1.0
> itsdangerous==0.24
> kombu==3.0.35
> ldap3==1.2.2
> lxml==3.6.0
> mccabe==0.4.0
> mock==1.3.0
> mysqlclient==1.3.7
> nose==1.3.7
> nose-exclude==0.4.1
> numpy==1.11.0
> pandas==0.18.0
> path.py==8.1.2
> pbr==1.8.1
> pep8==1.7.0
> pexpect==4.0.1
> pickleshare==0.6
> pkginfo==1.2.1
> pluggy==0.3.1
> psycopg2==2.6.1
> ptyprocess==0.5.1
> py==1.4.31
> pyOpenSSL==16.0.0
> pyasn1==0.1.9
> pycparser==2.14
> pydruid==0.2.3
> pyflakes==1.0.0
> pykerberos==1.1.10
> pytest==2.9.1
> pytest-cov==2.2.1
> python-dateutil==2.5.2
> python-editor==1.0
> pytz==2016.3
> redis==2.10.5
> requests==2.9.1
> setproctitle==1.1.9
> simplegeneric==0.8.1
> six==1.10.0
> slackclient==1.0.0
> snowballstemmer==1.2.1
> sphinx-argparse==0.1.15
> sphinx-rtd-theme==0.1.9
> statsd==3.2.1
> thrift==0.9.3
> tornado==4.2
> tox==2.3.1
> traitlets==4.2.1
> unicodecsv==0.14.1
> virtualenv==15.0.1
> websocket-client==0.35.0
> wheel==0.29.0
> wsgiref==0.1.2
> {code}
>            Reporter: Andreas Merkel
>            Priority: Trivial
>
> Now that you know a little about me, let me tell you about the issue I am having:
> * What did you expect to happen?
> I expect that if I don''t use the Celery Executor, I don''t need a {{[celery]}} section in my {{airflow.cfg}}.
> * What happened instead?
> If I remove the section, Airflow does not start. At the very least I need
> {code}
> [celery]
> celeryd_concurrency = 1 
> {code}
> regardless of the executor configured.
> * Stack trace, if appropriate:
> {code}
> Traceback (most recent call last):
>   File ""/home/PHI-TPS/amerkel/venv/airflow/bin/airflow"", line 13, in <module>
>     parser = get_parser()
>   File ""/home/PHI-TPS/amerkel/venv/airflow/local/lib/python2.7/site-packages/airflow/bin/cli.py"", line 751, in get_parser
>     default=configuration.get(''celery'', ''celeryd_concurrency''))
>   File ""/home/PHI-TPS/amerkel/venv/airflow/local/lib/python2.7/site-packages/airflow/configuration.py"", line 520, in get
>     return conf.get(section, key, **kwargs)
>   File ""/home/PHI-TPS/amerkel/venv/airflow/local/lib/python2.7/site-packages/airflow/configuration.py"", line 428, in get
>     ""in config"".format(**locals()))
> airflow.configuration.AirflowConfigException: section/key [celery/celeryd_concurrency] not found in config
> {code}
> h2. Reproducing the Issue
> Here is how you can reproduce this issue on your machine.
> * Example code that reproduces the issue, including a minimally illustrative DAG if necessary:
> {{airflow.cfg}}:
> {code}
> [core]
> airflow_home = $PWD
> dags_folder = $PWD/dags
> base_log_folder = $PWD/airflow_logs
> plugins_folder = $PWD/plugins
> executor = SequentialExecutor
> sql_alchemy_conn = sqlite:///airflow.db
> parallelism = 8
> dag_concurrency = 4
> max_active_runs_per_dag = 4
> load_examples = False
> donot_pickle = False
> fernet_key =  ; provided via environment
> [webserver]
> expose_config = true
> authenticate = False
> filter_by_owner = False
> [scheduler]
> job_heartbeat_sec = 5
> scheduler_heartbeat_sec = 5
> {code}
> * Reproduction steps:
> 1. Configure {{airflow.cfg}} as above
> 2. run {{airflow}} from the console
> 3. see the stack trace



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
27292,54,JIRA.13080521.1497648697000.318127.1511627460368@Atlassian.JIRA,1903,Semet (JIRA),JIRA.13080521.1497648697000@Atlassian.JIRA,,,2017-11-25 08:31:00-08,[jira] [Commented] (AIRFLOW-1314) Airflow kubernetes integration,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1314?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16265760#comment-16265760 ] 

Semet commented on AIRFLOW-1314:
--------------------------------

For information, I am working on an Helm chart for airflow with celery executor: https://github.com/Stibbons/kube-airflow

I plan to propose it to the kubernetes chart once I am satisfied with it. Still need to handle dag deployment properly

> Airflow kubernetes integration
> ------------------------------
>
>                 Key: AIRFLOW-1314
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1314
>             Project: Apache Airflow
>          Issue Type: Improvement
>          Components: contrib
>    Affects Versions: Airflow 2.0
>            Reporter: Daniel Imberman
>            Assignee: Daniel Imberman
>            Priority: Minor
>              Labels: features
>             Fix For: Airflow 2.0
>
>
> Kubernetes is a container-based cluster management system designed by google for easy application deployment. Companies such as Airbnb, Bloomberg, Palantir, and Google use kubernetes for a variety of large-scale solutions including data science, ETL, and app deployment. Integrating airflow into Kubernetes would increase viable use cases for airflow, promote airflow as a de facto workflow scheduler for Kubernetes, and create possibilities for improved security and robustness within airflow. 



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
27293,54,JIRA.13120624.1511526205000.319752.1511706960916@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13120624.1511526205000@Atlassian.JIRA,,,2017-11-26 06:36:00-08,"[jira] [Commented] (AIRFLOW-1845) Modal background doesn''t cover
 wide or tall pages","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1845?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16266023#comment-16266023 ] 

ASF subversion and git services commented on AIRFLOW-1845:
----------------------------------------------------------

Commit 87c6c83525ae2dc6f55e09e5e960dd47c5fa5acc in incubator-airflow''s branch refs/heads/master from [~ashb]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=87c6c83 ]

[AIRFLOW-1845] Modal background now covers long or tall pages

If the page was scrolled before the dialog was
displayed then the grey
background would not cover the whole page
correctly.

Closes #2813 from ashb/AIRFLOW-1845-modal-
background-on-long-pages


> Modal background doesn''t cover wide or tall pages
> -------------------------------------------------
>
>                 Key: AIRFLOW-1845
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1845
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.1, 1.9.0
>            Reporter: Ash Berlin-Taylor
>            Assignee: Ash Berlin-Taylor
>             Fix For: 1.10.0
>
>         Attachments: Screen Shot 2017-11-24 at 12.19.50.png
>
>
> If there is any kind of scrolling on the page behind a modal pop up then the grey backgorund behind the modal dialog doesn''t correctly cover outside the ""first"" page view. For example see the attached screenshot (which for some reason Jira isn''t embedding...)
> !Screen Shot 2017-11-24 at 12.19.50.png|thumbnail!
> To reproduce: go to a long or tall dag tree view page, scroll first, then click on a task instance to get the modal popup.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
27294,54,JIRA.13120624.1511526205000.319753.1511706960940@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13120624.1511526205000@Atlassian.JIRA,,,2017-11-26 06:36:00-08,"[jira] [Commented] (AIRFLOW-1845) Modal background doesn''t cover
 wide or tall pages","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1845?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16266024#comment-16266024 ] 

ASF subversion and git services commented on AIRFLOW-1845:
----------------------------------------------------------

Commit 87c6c83525ae2dc6f55e09e5e960dd47c5fa5acc in incubator-airflow''s branch refs/heads/master from [~ashb]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=87c6c83 ]

[AIRFLOW-1845] Modal background now covers long or tall pages

If the page was scrolled before the dialog was
displayed then the grey
background would not cover the whole page
correctly.

Closes #2813 from ashb/AIRFLOW-1845-modal-
background-on-long-pages


> Modal background doesn''t cover wide or tall pages
> -------------------------------------------------
>
>                 Key: AIRFLOW-1845
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1845
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.1, 1.9.0
>            Reporter: Ash Berlin-Taylor
>            Assignee: Ash Berlin-Taylor
>             Fix For: 1.10.0
>
>         Attachments: Screen Shot 2017-11-24 at 12.19.50.png
>
>
> If there is any kind of scrolling on the page behind a modal pop up then the grey backgorund behind the modal dialog doesn''t correctly cover outside the ""first"" page view. For example see the attached screenshot (which for some reason Jira isn''t embedding...)
> !Screen Shot 2017-11-24 at 12.19.50.png|thumbnail!
> To reproduce: go to a long or tall dag tree view page, scroll first, then click on a task instance to get the modal popup.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
27295,54,JIRA.13120624.1511526205000.319757.1511706961155@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13120624.1511526205000@Atlassian.JIRA,,,2017-11-26 06:36:01-08,"[jira] [Resolved] (AIRFLOW-1845) Modal background doesn''t cover
 wide or tall pages","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1845?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1845.
-------------------------------------
       Resolution: Fixed
    Fix Version/s:     (was: 1.10.0)
                   1.9.1

Issue resolved by pull request #2813
[https://github.com/apache/incubator-airflow/pull/2813]

> Modal background doesn''t cover wide or tall pages
> -------------------------------------------------
>
>                 Key: AIRFLOW-1845
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1845
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.1, 1.9.0
>            Reporter: Ash Berlin-Taylor
>            Assignee: Ash Berlin-Taylor
>             Fix For: 1.9.1
>
>         Attachments: Screen Shot 2017-11-24 at 12.19.50.png
>
>
> If there is any kind of scrolling on the page behind a modal pop up then the grey backgorund behind the modal dialog doesn''t correctly cover outside the ""first"" page view. For example see the attached screenshot (which for some reason Jira isn''t embedding...)
> !Screen Shot 2017-11-24 at 12.19.50.png|thumbnail!
> To reproduce: go to a long or tall dag tree view page, scroll first, then click on a task instance to get the modal popup.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
574975,135,375144053.1134842616011.JavaMail.jira@ajax.apache.org,22134,Craig Russell (JIRA),397484532.1132073729539.JavaMail.jira@ajax.apache.org,22134,Craig Russell (JIRA),2005-12-17 10:03:36-08,[jira] Resolved: (JDO-214) Add a dtd and xsd for jdoquery documents,"     [ http://issues.apache.org/jira/browse/JDO-214?page=all ]
     
Craig Russell resolved JDO-214:
-------------------------------

    Resolution: Fixed

Committed revision 357357.

> Add a dtd and xsd for jdoquery documents
> ----------------------------------------
>
>          Key: JDO-214
>          URL: http://issues.apache.org/jira/browse/JDO-214
>      Project: JDO
>         Type: Bug
>   Components: api20
>     Reporter: Craig Russell
>     Assignee: Craig Russell
>  Attachments: jdoquery_2_0.dtd, xsd.patch
>
> JDO queries can be defined in their own files, separate from the jdo or orm files. As such, they need a document descriptor.

-- 
This message is automatically generated by JIRA.
-
If you think it was sent incorrectly contact one of the administrators:
   http://issues.apache.org/jira/secure/Administrators.jspa
-
For more information on JIRA, see:
   http://www.atlassian.com/software/jira


",f
27296,54,JIRA.13120247.1511359498000.319759.1511707020073@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13120247.1511359498000@Atlassian.JIRA,,,2017-11-26 06:37:00-08,"[jira] [Commented] (AIRFLOW-1842) Create gcs to gcs operator to
 copy, rename and both","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1842?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16266026#comment-16266026 ] 

ASF subversion and git services commented on AIRFLOW-1842:
----------------------------------------------------------

Commit 4247ff0228afd06b8210321dcf660e6e7aca7b62 in incubator-airflow''s branch refs/heads/master from [~kaxilnaik]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=4247ff0 ]

[AIRFLOW-1842] Fixed Super class name for the gcs to gcs copy operator

Fixed incorrect Super class name in gcs to gcs
copy operator from `GoogleCloudStorageOperatorToGo
ogleCloudStorageOperator` to
`GoogleCloudStorageToGoogleCloudStorageOperator`.

Closes #2812 from kaxil/patch-2


> Create gcs to gcs operator to copy, rename and both
> ---------------------------------------------------
>
>                 Key: AIRFLOW-1842
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1842
>             Project: Apache Airflow
>          Issue Type: Improvement
>          Components: contrib, gcp, operators
>            Reporter: Igors Vaitkus
>            Assignee: Igors Vaitkus
>            Priority: Minor
>              Labels: features
>
> Copies an object from a Google Cloud Storage bucket to another, with renaming if requested.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
27297,54,JIRA.13119958.1511274032000.319764.1511707140754@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13119958.1511274032000@Atlassian.JIRA,,,2017-11-26 06:39:00-08,"[jira] [Commented] (AIRFLOW-1838) Properly log collect_dags
 Exception","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1838?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16266028#comment-16266028 ] 

ASF subversion and git services commented on AIRFLOW-1838:
----------------------------------------------------------

Commit f5df0d3437e206e2a8bc9586c4fc2383fa0cf043 in incubator-airflow''s branch refs/heads/master from [~Fokko]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=f5df0d3 ]

[AIRFLOW-1838] Properly log collect_dags exception

As a user it would be nice to properly log the
exceptions
thrown in the collect_dags function to debug the
faulty dags

Closes #2803 from Fokko/AIRFLOW-1838-Properly-log-
collect-dags-exception


> Properly log collect_dags Exception
> -----------------------------------
>
>                 Key: AIRFLOW-1838
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1838
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Fokko Driesprong
>
> As a user it would be nice to properly log the exceptions thrown in the collect_dags function to debug the faulty dags.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
27298,54,JIRA.13119958.1511274032000.319765.1511707140763@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13119958.1511274032000@Atlassian.JIRA,,,2017-11-26 06:39:00-08,"[jira] [Commented] (AIRFLOW-1838) Properly log collect_dags
 Exception","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1838?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16266029#comment-16266029 ] 

ASF subversion and git services commented on AIRFLOW-1838:
----------------------------------------------------------

Commit f5df0d3437e206e2a8bc9586c4fc2383fa0cf043 in incubator-airflow''s branch refs/heads/master from [~Fokko]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=f5df0d3 ]

[AIRFLOW-1838] Properly log collect_dags exception

As a user it would be nice to properly log the
exceptions
thrown in the collect_dags function to debug the
faulty dags

Closes #2803 from Fokko/AIRFLOW-1838-Properly-log-
collect-dags-exception


> Properly log collect_dags Exception
> -----------------------------------
>
>                 Key: AIRFLOW-1838
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1838
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Fokko Driesprong
>
> As a user it would be nice to properly log the exceptions thrown in the collect_dags function to debug the faulty dags.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
27299,54,JIRA.13119958.1511274032000.319770.1511707200374@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13119958.1511274032000@Atlassian.JIRA,,,2017-11-26 06:40:00-08,"[jira] [Resolved] (AIRFLOW-1838) Properly log collect_dags
 Exception","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1838?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1838.
-------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.9.1

Issue resolved by pull request #2803
[https://github.com/apache/incubator-airflow/pull/2803]

> Properly log collect_dags Exception
> -----------------------------------
>
>                 Key: AIRFLOW-1838
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1838
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Fokko Driesprong
>             Fix For: 1.9.1
>
>
> As a user it would be nice to properly log the exceptions thrown in the collect_dags function to debug the faulty dags.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
